acn,synopsis,narrative,analysis_summary,overall_confidence,method,model,processing_time,AE100_Present,AE100_Confidence,AE100_Explanation,AE200_Present,AE200_Confidence,AE200_Explanation,AD000_Present,AD000_Confidence,AD000_Explanation,PE100_Present,PE100_Confidence,PE100_Explanation,PE200_Present,PE200_Confidence,PE200_Explanation,PP100_Present,PP100_Confidence,PP100_Explanation,PT100_Present,PT100_Confidence,PT100_Explanation,PC100_Present,PC100_Confidence,PC100_Explanation,PC300_Present,PC300_Confidence,PC300_Explanation,SC000_Present,SC000_Confidence,SC000_Explanation,SD000_Present,SD000_Confidence,SD000_Explanation,SI000_Present,SI000_Confidence,SI000_Explanation,SP000_Present,SP000_Confidence,SP000_Explanation,OC000_Present,OC000_Confidence,OC000_Explanation,OP000_Present,OP000_Confidence,OP000_Explanation,OR000_Present,OR000_Confidence,OR000_Explanation,OT000_Present,OT000_Confidence,OT000_Explanation,PC200_Present,PC200_Confidence,PC200_Explanation
1731959,UAV flight crew reported that their misunderstanding of a clearance resulted in an altitude deviation.,We were enroute to the Restricted Area 12;000 ft. We received a clearance of 'cleared all altitudes ...'. We were almost to Restricted Area and the pilot flying thought it was an immediately effective clearance and commanded a climb toward our desired altitude. I was running the after-takeoff checkl,"The incident involved a misunderstanding of clearance instructions leading to an altitude deviation. The pilot flying initiated a climb without informing the other crew member as required by procedure, resulting in a temporary off-altitude condition detected by approach control. The error appears to be primarily related to communication and procedural adherence failures, with no direct evidence of physical state impairments or resource constraints. Organizational and supervisory factors related to safety culture and procedural enforcement may have contributed.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,13.883198022842407,1,0.9,"The pilot flying commanded a climb based on a misunderstanding of clearance timing, indicating an er",1,0.9,The decision to climb immediately without confirming clearance timing or informing the other crew me,0,0.1,No evidence suggests intentional disregard of rules or procedures; the error appears unintentional a,0,0.1,"No mention of adverse weather, terrain, or workspace design impacting performance.",0,0.1,No equipment malfunction or interface issues reported that contributed to the incident.,1,0.85,Failure of the pilot flying to inform the other crew member of altitude change command as per proced,0,0.2,No direct evidence that training conditions contributed to the error.,1,0.85,Misunderstanding of clearance and failure to communicate indicates cognitive lapses in situational a,0,0.1,"No indications of fatigue, stress, illness, or workload issues affecting crew performance were repor",1,0.8,The incident suggests a possible organizational culture that does not sufficiently emphasize strict ,0,0.2,No evidence that supervisors knowingly disregarded rules or instructions.,1,0.75,Supervision may have been insufficient in enforcing communication procedures and ensuring crew adher,0,0.3,No direct evidence of planning failures contributing to this event.,1,0.7,"Organizational atmosphere may lack strong emphasis on procedural compliance and communication rigor,",1,0.8,"Procedures requiring altitude change communication were not followed, suggesting possible gaps in po",0,0.1,"No reported issues with staffing, equipment, budget, or facilities impacting the incident.",0,0.2,No indication that training programs were inadequate or contributed to the misunderstanding.,0,0.2,No evidence that management decisions directly influenced this incident.
1737063,UAV pilot reported an airspace violation.,Performed insurance inspection for insured for wind loss to home and barn. Upon arrival I assumed it was Class G Airspace and did not check airspace. I flew the mission with no issues and landed my UAS without incident. Upon submitting of my monthly flight logs to my company UAS department; I was no,"The UAV pilot committed an airspace violation by failing to verify airspace classification prior to flight, assuming Class G airspace incorrectly. This reflects decision-making and procedural errors at the individual level. No evidence indicates physical impairment or technological failures. Organizationally, policies and training appear insufficient to enforce mandatory airspace checks and authorization procedures. Supervisory and safety culture factors may have contributed by not emphasizing compliance rigorously. Resource support issues such as staffing or equipment limitations are not evident.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,16.00510334968567,1,0.9,"The pilot failed to verify airspace classification before flight, indicating a lapse in routine proc",1,0.9,Assuming Class G airspace without verification reflects a flawed decision-making process regarding f,1,0.95,Flying in Class E airspace without authorization constitutes a regulatory violation.,0,0.1,"No adverse weather, terrain, or workspace design issues were reported that could have affected perfo",0,0.1,No equipment malfunctions or interface issues were noted during the mission.,0,0.1,No evidence of crew coordination problems as the pilot operated solo and no team interaction issues ,1,0.8,The incident suggests insufficient emphasis on mandatory airspace checks in training or recurrent ed,0,0.2,"No indications of fatigue, stress, or cognitive overload were reported.",0,0.1,"No signs of fatigue, illness, or physical impairment affecting pilot performance.",1,0.85,"The organizational environment may not have strongly enforced compliance culture, as indicated by th",0,0.2,No evidence that supervisors knowingly disregarded rules or failed to enforce standards.,1,0.8,"Supervisory oversight did not prevent the violation, indicating gaps in supervision effectiveness.",0,0.3,No direct evidence of poor mission planning beyond individual pilot error.,1,0.8,Organizational climate may lack robust safety emphasis on airspace authorization procedures.,1,0.9,Policies requiring pre-flight airspace checks and authorization exist but may not be adequately enfo,0,0.1,"No indications of staffing shortages, equipment limitations, or budget constraints impacting operati",1,0.85,Training programs may not sufficiently stress airspace compliance or authorization processes.,0,0.3,No direct evidence of management decisions contributing to the incident.
1737505,UAV pilot reported a Class B airspace violation.,Flew drone at claim inspection and did not check airspace. I have become over dependent on my manufacture geographical fencing to warn me of any violation in control airspace. Company UAS department discovered violation. My corrective action going forward will be that I shall always include an airsp,"The UAV pilot committed a Class B airspace violation due to overreliance on manufacturer geographical fencing and failure to perform manual airspace checks during pre-flight planning. This reflects skill-based and decision-making errors, as well as a violation of airspace regulations. Contributing factors include cognitive state issues related to automation dependency. There is no direct evidence of physical state impairments or resource support limitations. Organizational policies appear to be in place but may require reinforcement to prevent complacency. Supervisory and safety culture factors are not strongly indicated but should be monitored.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,19.490222454071045,1,0.9,"The pilot failed to manually verify airspace clearance, relying excessively on automated geographica",1,0.9,The decision to omit airspace checks during pre-flight planning reflects poor judgment and inadequat,1,0.95,Operating in Class B airspace without prior authorization constitutes a regulatory violation.,0,0.2,No evidence of adverse physical environmental factors such as weather or terrain impacting performan,1,0.85,Overdependence on manufacturer geographical fencing technology contributed to situational awareness ,0,0.1,No indication of team coordination issues; incident appears individual pilot error.,0,0.1,No direct evidence that training conditions contributed to the incident.,1,0.9,"Automation dependency led to complacency and reduced vigilance, impairing cognitive situational awar",0,0.1,"No reported fatigue, stress, illness, or physical impairment affecting the pilot.",0,0.3,"No explicit evidence of organizational safety culture deficiencies, though complacency risk should b",0,0.2,No indication supervisors knowingly allowed unsafe practices.,0,0.2,No evidence of supervisory failures contributing to the incident.,0,0.2,No direct evidence that supervisory planning deficiencies played a role.,0,0.2,Organizational climate does not appear to have directly influenced the event.,1,0.8,"Existing policies require LAANC or CoA authorization, but enforcement or reinforcement may be insuff",0,0.1,No indication of resource limitations such as staffing or equipment constraints.,0,0.1,No evidence that training program inadequacies contributed.,0,0.1,No direct evidence of management decisions impacting this incident.
1740607,A Drone operator flying in Class D airspace exceeded the altitude they were approved to operate.,Today I flew a mission in controlled airspace. I was told by my air ops manager that we were approved to fly in the area. But the air ops manager forgot to mention we were only approved for 50 feet. The mission was to inspect utility poles and transmission lines. I flew to a max altitude of 138 feet,"The incident involved a drone operator exceeding the approved altitude limit in controlled airspace due to incomplete communication from the air operations manager about the altitude restriction. The operator flew to 138 feet instead of the authorized 50 feet, although no immediate safety hazard occurred. Contributing factors include decision-making errors by the operator, supervisory communication failures, and organizational policy/procedure shortcomings. There is no evidence of physical state impairments or technological failures. Resource support issues may have contributed to inadequate supervisory oversight and communication.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,12.193801164627075,1,0.85,"The operator exceeded the approved altitude limit, indicating a lapse in adherence to operational pa",1,0.9,"The operator chose to fly higher than authorized to obtain better imagery, reflecting a decision-mak",1,0.95,Flying above the approved altitude constitutes a violation of airspace clearance regulations.,0,0.1,No adverse physical environmental factors such as weather or terrain were reported that affected per,0,0.1,No equipment malfunctions or interface issues were indicated in the narrative.,1,0.8,"The air operations manager failed to communicate the altitude restriction clearly to the operator, i",0,0.2,No evidence suggests inadequate training conditions contributed to the incident.,0,0.2,"No signs of operator fatigue, stress, or cognitive overload were reported.",0,0.1,"No indications of fatigue, illness, or physical impairment affecting the operator.",1,0.85,The failure to communicate critical operational limits suggests an organizational safety culture tha,1,0.9,"The air ops manager neglected to inform the operator of the altitude limit, a supervisory deviation ",1,0.9,Supervisory oversight failed to ensure that the operator was fully briefed on operational constraint,0,0.3,No direct evidence of planning failures beyond communication lapses.,1,0.8,The organizational atmosphere may not emphasize strict adherence to operational limits and thorough ,1,0.85,Policies or procedures appear insufficient or inadequately enforced regarding communication of airsp,1,0.75,Potential resource constraints such as staffing or procedural support may have contributed to superv,0,0.2,No indication that training programs were inadequate or contributed to the incident.,0,0.3,No explicit evidence of management decisions directly influencing this incident.
1741095,DJI Matrice 210 pilot reported landing the UA with only minutes to spare due to a mechanical issue and loss of power.,The [ ] Police Department requested assistance in locating a missing autistic teenager that had been missing for about three hours. It was reported the missing child with diminished intelligence was barefoot and without a coat. Sources felt the male teenager would likely find a spot and hide. The ou,"The incident involved a DJI Matrice 210 UAV pilot forced to land urgently due to mechanical issues and power loss during a time-sensitive search mission for a vulnerable missing teenager. Contributing factors include possible skill-based errors in handling the mechanical issue, decision-making under stress, technological environment limitations related to UAV reliability, and potential resource support constraints impacting equipment maintenance and readiness. Physical state factors such as pilot stress and workload during a critical search operation may have influenced performance. Organizational and supervisory influences appear less evident but cannot be fully ruled out without further data.",0.8,OPENAI + YAML + FewShot,gpt-4.1-mini,11.51614546775818,1,0.85,"The pilot had to perform an urgent landing due to mechanical failure and power loss, indicating poss",1,0.8,Decision to continue the mission despite mechanical issues and selecting the landing zone under time,0,0.2,No explicit evidence of intentional rule violations or disregard for procedures was found in the nar,1,0.75,The search occurred in a neighborhood with a tight network of townhomes and an outside temperature o,1,0.9,Mechanical issues and power loss directly relate to technological environment factors such as equipm,0,0.3,No clear indications of team coordination problems were reported; the pilot acted independently in e,0,0.3,No information suggests inadequate training conditions contributed to the incident.,1,0.8,Pilot likely experienced increased cognitive workload and stress due to the urgent nature of the mis,1,0.85,Stress and workload from searching for a vulnerable missing child under time pressure likely affecte,0,0.25,No direct evidence of organizational safety culture issues influencing this incident was identified.,0,0.2,No indications that supervisors knowingly disregarded rules or instructions.,0,0.25,No clear evidence of ineffective supervision impacting this event.,0,0.3,No explicit signs of poor mission planning or resource allocation were noted.,0,0.2,No data to support organizational climate or culture issues affecting safety performance here.,0,0.25,No mention of inadequate or missing policies or procedures contributing to the incident.,1,0.8,Mechanical failure and power loss may reflect equipment maintenance or budget constraints limiting r,0,0.3,No evidence that training program deficiencies played a role.,0,0.3,No direct evidence that management decisions contributed to the incident.
1741189,DJI Mavic pilot reported losing sight and control of UAV while looking into a low sun. UAV hit trees and was damaged.,The remote PIC was operating an sUAS at about 35 ft AGL from a public sidewalk looking west into the setting sun. The UAS was approximately 300 feet west of the operating position. The low sun angle which was now behind the UAS caused the remote PIC to begin squinting and lose situational awareness ,"The incident involved a DJI Mavic UAV pilot losing visual and control of the UAV due to the low sun angle causing glare and situational awareness degradation, resulting in collision with trees. Contributing factors include pilot decision errors related to environmental conditions, physical state considerations such as visual impairment from sun glare, and organizational factors like possible inadequate training or policies addressing environmental hazards during remote UAV operations. No direct evidence of violations or supervisory failures was found, but safety culture and resource support limitations may have indirectly contributed.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,14.398103952407835,1,0.9,The remote PIC lost situational awareness and control due to visual impairment from the low sun angl,1,0.95,The pilot chose to continue the mission despite adverse environmental conditions (low sun glare) and,0,0.1,No evidence suggests intentional disregard of rules or procedures; the pilot’s actions appear uninte,1,0.9,"The low sun angle created a physical environmental hazard by impairing the pilot’s vision, directly ",0,0.2,No reported equipment malfunctions or interface issues; the UAV and control systems functioned as ex,0,0.1,The operation was conducted by a single remote PIC with no indication of team coordination issues.,0,0.2,"No direct evidence that training conditions contributed; however, potential gaps in training regardi",1,0.9,The pilot’s cognitive state was affected by visual distraction and situational awareness degradation,1,0.85,"While no explicit fatigue or illness was reported, the physical effect of squinting and visual strai",0,0.3,No direct evidence of organizational safety culture issues influencing this incident.,0,0.1,No indication that supervisors knowingly disregarded safety rules or guidance.,0,0.1,No evidence of inadequate supervision contributing to the event.,0,0.2,"No clear evidence that mission planning deficiencies directly contributed, though environmental haza",0,0.2,No data indicating organizational climate or culture issues affecting safety.,1,0.75,Possible lack of clear policies or procedural guidance addressing operations in challenging environm,0,0.3,"No evidence of resource limitations such as staffing, equipment, or budget constraints impacting thi",0,0.2,"No direct evidence that training programs were inadequate, though enhanced training on environmental",0,0.2,No information suggesting management decisions contributed to the incident.
1741764,UAV pilot reported while on a mapping mission an airborne conflict with an approaching helicopter.,While performing an autonomous mapping mission of a farm field with my UAS; a DJI Phantom 4 Pro V2 and using Ground Station Pro. An unknown helicopter approached from the north of my operating area to my back. I maintained the line of sight with the UAS at all times. As the helicopter entered my fie,"The incident involved a UAV pilot conducting an autonomous mapping mission who encountered an unexpected airborne conflict with a helicopter. The pilot maintained situational awareness, took appropriate avoidance actions, and safely returned the UAV. No evidence of physical state impairments or resource support issues was found. The event highlights challenges in remote operation situational awareness and potential organizational gaps in airspace coordination and communication.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,14.25663709640503,0,0.1,No evidence of pilot skill errors; the pilot maintained line of sight and executed appropriate avoid,0,0.1,"The pilot made sound decisions by stopping the UAV, assessing the conflict, and initiating return to",0,0.1,No indications of intentional rule violations or unauthorized actions by the pilot.,0,0.2,"No adverse weather, terrain, or workspace design issues reported affecting performance.",0,0.2,No reported equipment malfunctions or automation issues during the mission.,1,0.8,Presence of an unknown helicopter in the operating area without prior coordination suggests a lack o,0,0.3,No direct evidence that training conditions contributed to the incident; pilot demonstrated appropri,0,0.3,Pilot maintained situational awareness and cognitive control; no signs of overload or confusion.,0,0.1,"No indications of fatigue, stress, illness, or physical impairment affecting pilot performance.",0,0.2,No explicit evidence of organizational safety culture issues influencing this event.,0,0.1,No supervisory personnel deviations identified.,0,0.2,No direct evidence of ineffective supervision impacting this incident.,1,0.75,The incident suggests possible gaps in operational planning regarding airspace deconfliction and coo,0,0.2,No clear evidence of organizational climate or culture issues affecting safety performance in this c,1,0.85,Potential deficiencies in organizational policies or procedures related to airspace coordination and,0,0.2,"No indications of resource limitations such as staffing, equipment, or budget constraints affecting ",0,0.3,No evidence that training program inadequacies contributed to the incident.,0,0.2,No specific management decisions identified as contributing factors.
1742596,UAV operator reported becoming aware of an airspace violation after flight had terminated.,Arrived at location for a roof inspection. I checked airspace with the Airmap application on my phone. Airmap listed the location was just outside of the Class C airspace of ZZZ. No flight plan was filed and the UAV roof inspection was performed. It was not until later when our drone coordinator was,"The incident involved a UAV operator conducting a roof inspection near controlled airspace without filing a flight plan and relying on a single airspace application (Airmap) that incorrectly indicated the location was outside Class C airspace. The violation was discovered post-flight during a secondary review by the drone coordinator. Contributing factors include decision-making errors, inadequate cross-checking of airspace information, possible deficiencies in organizational policies and training, and potential supervisory oversight. No direct evidence of physical state impairments or resource constraints was found, but organizational and procedural gaps likely contributed.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,13.573477029800417,1,0.85,"The operator failed to correctly verify airspace boundaries, relying solely on one application that ",1,0.9,The decision to proceed without filing a flight plan and without cross-referencing multiple airspace,1,0.95,Operating in controlled airspace without authorization or a flight plan constitutes a regulatory vio,0,0.1,No evidence of adverse physical environmental factors such as weather or terrain impacting performan,1,0.8,The reliance on a single airspace application (Airmap) that provided inaccurate information indicate,0,0.2,No direct evidence of team coordination failures during the operation was found; the drone coordinat,1,0.75,The operator's lack of awareness about the need to cross-reference airspace data suggests insufficie,0,0.2,"No indications of fatigue, stress, or cognitive overload were reported by the operator.",0,0.1,"No signs of fatigue, illness, or physical impairment were mentioned.",1,0.8,The incident suggests an organizational culture that may not emphasize strict adherence to airspace ,0,0.2,No evidence that supervisors knowingly disregarded rules or instructions was found.,1,0.85,Supervisory oversight failed to ensure proper airspace compliance and verification procedures were f,1,0.8,Planning deficiencies are evident in the lack of a filed flight plan and inadequate pre-flight airsp,1,0.75,The broader organizational climate may lack strong enforcement or emphasis on regulatory compliance ,1,0.9,Policies and procedures appear insufficient or inadequately communicated regarding airspace verifica,0,0.1,No explicit evidence of resource constraints such as staffing shortages or equipment limitations was,1,0.8,Training programs may be inadequate in covering critical aspects of airspace awareness and verificat,1,0.75,Management decisions may have deprioritized strict compliance enforcement or failed to allocate reso
1742955,UAV operator became aware of FAR Part 107 violation after flying the UAV in MHT Class C airspace.,While researching for a new drone that could be used for aerial photography I came across information regarding operating drones per Part 107 of the FARs. I am filing the NASA report because a few weeks earlier I had operated a small drone in an open field inside the Manchester Class C airspace. Alt,"The incident involves a UAV operator unknowingly violating FAR Part 107 by flying a small drone within Class C airspace without awareness of airspace restrictions. Contributing factors include lack of knowledge/training on airspace rules, absence of organizational policies or supervision to prevent such violations, and no evidence of physical or technological impairments. The operator's self-initiated learning post-incident indicates a gap in prior training and organizational resource support. No indications of fatigue, stress, or equipment failure were found.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,12.379803895950316,1,0.85,"The operator flew the drone within controlled airspace without awareness of restrictions, indicating",1,0.9,The decision to operate in Class C airspace without verifying airspace boundaries or regulatory comp,1,0.95,Operating a UAV in controlled airspace without authorization constitutes a regulatory violation unde,0,0.1,No evidence of adverse physical environmental factors such as weather or terrain affecting performan,0,0.1,No equipment malfunctions or interface issues were noted; the drone was a simple toy model without c,0,0.1,The operation appears to be conducted solo with no team interaction issues.,1,0.8,"The operator lacked prior formal training or awareness of airspace restrictions, indicating inadequa",0,0.2,"No indications of fatigue, stress, or cognitive impairment were reported.",0,0.1,"No signs of fatigue, illness, or physical impairment affecting operator performance were present.",1,0.75,The incident suggests an organizational or community safety culture that does not sufficiently empha,0,0.1,No evidence that supervisors knowingly allowed or encouraged violations.,1,0.8,Lack of supervision or enforcement mechanisms to prevent unauthorized UAV operations in controlled a,0,0.2,No direct evidence of planning failures impacting this incident.,1,0.7,The broader organizational or community climate likely lacks strong emphasis on UAV regulatory compl,1,0.85,Absence or inadequacy of policies and procedures to ensure UAV operators are aware of and comply wit,1,0.8,"Limited resource support such as accessible training programs, educational materials, or enforcement",1,0.85,The operator's post-incident completion of FAA Wing course indicates prior training programs were ei,0,0.2,No specific management decisions were identified as contributing factors.
1743315,UAV pilot reported possible violation of maximum altitude regarding FAR Part 107.,While established in a hover in Class G airspace and within what I believed to be the prescribed altitude limitations under FAR 107.51(b) and AC 91-57B; a formation flight consisting of several fixed-winged aircraft approached at a high velocity. No TFR existed at the time of the incident; and I bel,"The UAV pilot reported a possible altitude violation while maintaining visual line of sight in Class G airspace. The pilot was focused on VLOS and may have exceeded the 400 ft AGL limit unintentionally due to distraction caused by an unexpected formation of fast-moving fixed-wing aircraft nearby. No TFR existed, and the pilot believed compliance with FARs was maintained. Contributing factors include possible skill-based errors in altitude control, decision-making under unexpected traffic conditions, and potential organizational policy or training gaps regarding operations near manned aircraft formations. No direct evidence of physical state impairments or resource constraints was found.",0.8,OPENAI + YAML + FewShot,gpt-4.1-mini,16.435526132583618,1,0.85,The pilot may have unintentionally exceeded the 400 ft AGL altitude limit due to distraction from th,1,0.8,The pilot's decision to maintain hover in proximity to a fast-moving formation of fixed-wing aircraf,1,0.75,Potential violation of FAR Part 107 altitude restrictions is indicated by the pilot's admission that,1,0.7,"The presence of a low-altitude, high-velocity formation flight in Class G airspace created a challen",0,0.1,"No evidence of equipment malfunction, interface issues, or automation problems was reported in the n",0,0.1,No indication of coordination issues with other team members or external parties was present.,0,0.1,No information suggests inadequate or improper training conditions contributed to the incident.,1,0.8,The pilot's concentration on maintaining VLOS while monitoring unexpected traffic likely increased c,0,0.1,"No evidence of fatigue, stress, illness, or physical impairment affecting the pilot was reported.",0,0.1,No direct evidence of organizational safety culture deficiencies influencing the incident was identi,0,0.1,No supervisory personnel deviations or disregard for rules were indicated.,0,0.1,No signs of ineffective supervision or oversight failures were apparent.,0,0.1,No evidence of inadequate operational planning contributing to the event was found.,0,0.1,No organizational climate or culture factors were reported as contributing.,1,0.7,The incident suggests possible gaps or ambiguities in organizational policies or procedures regardin,0,0.1,"No indications of staffing shortages, equipment limitations, or budget constraints affecting the ope",0,0.1,No evidence that training program deficiencies contributed to the incident was found.,0,0.1,No management decisions were identified as causal or contributing factors.
1745072,UAV pilot reported a TFR incursion.,I arrived at the scene of the police station. I checked my flight apps and saw that there was no TFR and so I started filming. In my mind I thought that I was clear as the rioting occurred at night and so I suspected that if another TFR was going to be put in place it wouldn't be enacted until later,"The UAV pilot conducted operations in a complex, dynamic environment with active fires, law enforcement, and civil unrest. Despite having prior LAANC clearance and consulting local authorities, the pilot misjudged the temporal applicability of TFRs, leading to an incursion. Contributing factors include decision-making errors, possible stress from the chaotic environment, and organizational policy gaps regarding dynamic TFR updates and communication. No direct evidence of physical impairment or resource constraints was found, but the stressful environment likely impacted cognitive state.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,13.356223821640016,1,0.85,The pilot demonstrated a skill-based error by failing to recognize the potential for a new TFR to be,1,0.9,The pilot made a decision error by assuming that no new TFR would be active during the flight based ,1,0.8,"The pilot violated airspace restrictions by entering a TFR area, albeit unintentionally, due to assu",1,0.9,"The chaotic environment with active fires, loud noises, and presence of police and National Guard cr",0,0.2,No evidence of equipment malfunction or interface issues was reported; flight apps were checked and ,1,0.75,Coordination with police and National Guard was conducted but may have been insufficient to ensure f,0,0.3,No direct evidence suggests inadequate training conditions contributed to the incident.,1,0.85,"The pilot’s cognitive state was likely affected by stress and workload in a complex environment, con",1,0.8,"While no explicit fatigue or illness was reported, the stressful environment and workload could have",1,0.8,Organizational safety culture may have been insufficient in emphasizing the need for continuous real,0,0.2,No evidence indicates supervisors knowingly disregarded rules or instructions.,1,0.75,Supervision may have been ineffective in ensuring pilots maintain up-to-date situational awareness o,1,0.7,Planning did not adequately account for dynamic TFR enactments or provide mechanisms for real-time u,1,0.7,"Organizational climate may not have fully supported proactive risk management in high-stress, dynami",1,0.85,Policies and procedures appear insufficient to mandate continuous verification of TFR status beyond ,0,0.3,No indications of resource limitations such as staffing shortages or equipment failures were identif,0,0.3,No evidence suggests training programs were inadequate or contributed to the incident.,0,0.3,No direct evidence of management decisions contributing to this incident was found.
1745101,Pilot of a SUAS (Small Unmanned Aircraft System) reported that while conducting a mission in controlled airspace; local law enforcement and ATC were unable to locate the filed flight plan.,I am a licensed Part 107 remote pilot. While preflight checking my aircraft I was approached by [a] Police Officer informing me that I was operating in a restricted area.  I informed them that I was a Part 107 operator in I had filed a flight plan earlier in the morning using LAANC (via the Airmap a,"The incident involves a licensed Part 107 remote pilot operating a SUAS in controlled airspace with a filed LAANC flight plan. However, local law enforcement and ATC were unable to locate the filed flight plan, leading to a request to limit altitude due to police helicopter operations. The pilot continued the flight within the approved altitude and maintained VLOS. Key issues include communication and coordination failures between agencies, possible procedural or technological gaps in flight plan dissemination, and organizational factors affecting situational awareness and resource support.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,13.786957740783691,0,0.2,No evidence suggests pilot skill errors such as control or procedural mistakes; the pilot followed a,0,0.2,The pilot made appropriate decisions based on available information and regulatory compliance; no de,0,0.1,No intentional or unintentional violations of regulations or procedures by the pilot are indicated; ,0,0.1,No adverse physical environmental factors such as weather or terrain issues were reported affecting ,1,0.85,The inability of law enforcement and ATC to locate the filed flight plan suggests technological or s,1,0.9,"There was a clear coordination failure between the pilot, local law enforcement, and ATC regarding f",0,0.3,No direct evidence of inadequate training conditions affecting the pilot or other personnel is prese,0,0.3,"No indications of fatigue, stress, or cognitive overload affecting pilot performance were reported.",0,0.2,"No evidence of fatigue, illness, or physical impairment impacting the pilot's performance.",1,0.8,"The incident reflects organizational safety culture issues, as communication gaps and lack of shared",0,0.3,No evidence that supervisors knowingly disregarded rules or instructions.,1,0.85,Supervisory oversight appears insufficient to ensure proper coordination and communication between a,1,0.8,Planning deficiencies are evident in the failure to ensure that filed flight plans are accessible to,1,0.75,"Organizational climate likely contributes to fragmented communication and coordination, reflecting a",1,0.85,Existing policies and procedures may be inadequate or poorly implemented regarding interagency commu,1,0.8,"Potential resource limitations such as insufficient staffing, outdated or incompatible equipment, or",0,0.3,"No direct evidence that training programs are deficient, though improved interagency training could ",0,0.3,No explicit evidence of management decisions contributing directly to this incident.
1745280,UAS pilot reported that while operating a drone to photograph an airport building; a helicopter company at the airport had concerns about safety of operations.,I was at ZZZ operating an sUAV taking photos of a newly constructed building at the airport. I was operating with the airport manager's permission and she was aware of the date and time I would be flying. No NOTAM was published for this flight. As a Part 107 and a Part 61 pilot based at ZZZ; I am fa,"The incident involved a sUAV pilot conducting photography near an airport building with airport manager permission but without a NOTAM. The pilot was aware of airport operations and traffic patterns and took care to avoid conflicts. However, helicopter traffic was operating in right traffic pattern over the same area at 500 feet AGL, while the drone was under 100 feet AGL. No direct conflict or violation of Part 107.37 or 107.43 was reported, but concerns about safety were raised by the helicopter company. The analysis finds no clear evidence of pilot physical impairment or technological failures. Organizational and supervisory factors related to coordination and communication between manned and unmanned operations, as well as formal notification procedures (NOTAM), are relevant. Resource support issues such as formal policies for UAS operations near active manned traffic and inter-operator coordination appear insufficient. Overall, the incident reflects latent organizational and supervisory weaknesses rather than immediate pilot errors or violations.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,13.007847547531128,0,0.1,No evidence of pilot skill-based errors; the pilot demonstrated familiarity with airport operations ,0,0.1,No clear decision-making errors identified; pilot operated within regulatory limits and with permiss,0,0.1,No violations of Part 107.37 or 107.43 were reported; operations were conducted with airport manager,0,0.2,No adverse physical environmental factors such as weather or terrain issues were reported affecting ,0,0.2,No equipment malfunctions or automation issues were reported during the operation.,1,0.85,"Coordination between the UAS pilot, airport management, and manned helicopter operators appears insu",0,0.3,No specific training deficiencies reported; pilot is Part 107 and Part 61 certified and familiar wit,0,0.2,"No indications of fatigue, stress, or cognitive overload affecting pilot performance.",0,0.1,"No evidence of fatigue, illness, or physical impairment impacting the pilot.",1,0.8,Organizational safety culture may lack emphasis on integrated manned-unmanned traffic management and,0,0.2,No evidence that supervisors knowingly disregarded rules or instructions.,1,0.85,Supervision appears ineffective in ensuring formal notification (NOTAM) and coordination between UAS,1,0.8,Planning deficiencies evident in lack of published NOTAM and absence of formal procedures to manage ,1,0.8,Organizational climate may not prioritize comprehensive safety integration for UAS operations near a,1,0.9,Policies and procedures are insufficient to mandate NOTAM publication or inter-operator coordination,1,0.85,"Resource support limitations likely exist, including lack of formal systems or staffing to manage UA",0,0.3,No direct evidence of inadequate training programs impacting this incident.,0,0.3,No specific management decisions identified as contributing factors.
